Date,Product ID,Category,Units Sold,Inventory Level,Price,Weather Condition,Holiday/Promotion,Seasonality,Discount
2022/2/14,P0005,Frozen,40,268,17.4,Rainy,0,Winter,0
2022/2/15,P0005,Frozen,19,249,17.4,Rainy,0,Winter,0
2022/2/16,P0005,Frozen,24,225,17.4,Cloudy,0,Winter,0
2022/2/17,P0005,Frozen,37,188,17.4,Sunny,0,Winter,0
2022/2/18,P0005,Frozen,50,138,17.4,Rainy,0,Winter,0
2022/2/19,P0005,Frozen,38,100,17.4,Rainy,0,Winter,0
2022/2/20,P0005,Frozen,63,262,17.4,Cloudy,0,Winter,0
2022/2/21,P0005,Frozen,20,242,17.4,Cloudy,0,Winter,0
2022/2/22,P0005,Frozen,81,161,17.4,Cloudy,0,Winter,0
2022/2/23,P0005,Frozen,18,143,17.4,Rainy,0,Winter,0
2022/2/24,P0005,Frozen,37,106,17.4,Sunny,0,Winter,0
2022/2/25,P0005,Frozen,14,256,17.4,Cloudy,0,Winter,0
2022/2/26,P0005,Frozen,68,188,17.4,Rainy,0,Winter,0
2022/2/27,P0005,Frozen,81,107,17.4,Cloudy,0,Winter,0
2022/2/28,P0005,Frozen,70,316,17.4,Sunny,0,Winter,0
2022/3/1,P0005,Frozen,20,296,17.4,Sunny,0,Winter,0
2022/3/2,P0005,Frozen,76,220,17.4,Sunny,0,Winter,0
2022/3/3,P0005,Frozen,41,179,17.4,Sunny,0,Winter,0
2022/3/4,P0005,Frozen,38,141,17.4,Sunny,1,Winter,16
2022/3/5,P0005,Frozen,43,399,17.4,Rainy,0,Winter,0
2022/3/6,P0005,Frozen,34,365,17.4,Cloudy,1,Winter,10
2022/3/7,P0005,Frozen,40,325,17.4,Rainy,0,Winter,0
2022/3/8,P0005,Frozen,72,253,17.4,Sunny,0,Winter,0
2022/3/9,P0005,Frozen,67,186,17.4,Rainy,0,Winter,0
2022/3/10,P0005,Frozen,76,110,17.4,Rainy,0,Winter,0
2022/3/11,P0005,Frozen,24,486,17.4,Rainy,0,Winter,0
2022/3/12,P0005,Frozen,45,441,17.4,Rainy,0,Winter,0
2022/3/13,P0005,Frozen,47,394,17.4,Cloudy,0,Winter,0
2022/3/14,P0005,Frozen,45,349,17.4,Cloudy,0,Winter,0
2022/3/15,P0005,Frozen,69,280,17.4,Rainy,0,Winter,0
2022/3/16,P0005,Frozen,61,219,17.4,Rainy,0,Winter,0
2022/3/17,P0005,Frozen,44,175,17.4,Sunny,0,Winter,0
2022/3/18,P0005,Frozen,37,138,17.4,Sunny,0,Winter,0
2022/3/19,P0005,Frozen,84,348,17.4,Cloudy,1,Winter,7
2022/3/20,P0005,Frozen,74,274,17.4,Rainy,0,Winter,0
2022/3/21,P0005,Frozen,46,228,17.4,Sunny,0,Winter,0
2022/3/22,P0005,Frozen,30,198,17.4,Rainy,0,Winter,0
2022/3/23,P0005,Frozen,57,141,17.4,Rainy,0,Winter,0
2022/3/24,P0005,Frozen,46,493,17.4,Sunny,0,Winter,0
2022/3/25,P0005,Frozen,23,470,17.4,Cloudy,0,Winter,0
2022/3/26,P0005,Frozen,76,394,17.4,Cloudy,0,Winter,0
2022/3/27,P0005,Frozen,40,354,17.4,Sunny,0,Winter,0
2022/3/28,P0005,Frozen,46,308,17.4,Cloudy,0,Winter,0
2022/3/29,P0005,Frozen,65,243,17.4,Sunny,1,Winter,15
2022/3/30,P0005,Frozen,46,197,17.4,Sunny,0,Winter,0
2022/3/31,P0005,Frozen,71,126,17.4,Rainy,0,Winter,0
2022/4/1,P0005,Frozen,50,309,17.4,Rainy,0,Spring,0
2022/4/2,P0005,Frozen,45,264,17.4,Cloudy,1,Spring,16
2022/4/3,P0005,Frozen,85,179,17.4,Cloudy,0,Spring,0
2022/4/4,P0005,Frozen,22,157,17.4,Cloudy,0,Spring,0
2022/4/5,P0005,Frozen,52,105,17.4,Rainy,0,Spring,0
2022/4/6,P0005,Frozen,28,320,17.4,Rainy,0,Spring,0
2022/4/7,P0005,Frozen,60,260,17.4,Cloudy,0,Spring,0
2022/4/8,P0005,Frozen,71,189,17.4,Sunny,0,Spring,0
2022/4/9,P0005,Frozen,76,113,17.4,Rainy,1,Spring,12
2022/4/10,P0005,Frozen,74,277,17.4,Rainy,0,Spring,0
2022/4/11,P0005,Frozen,33,244,17.4,Sunny,0,Spring,0
2022/4/12,P0005,Frozen,60,184,17.4,Cloudy,0,Spring,0
2022/4/13,P0005,Frozen,51,133,17.4,Sunny,1,Spring,20
2022/4/14,P0005,Frozen,60,348,17.4,Rainy,0,Spring,0
2022/4/15,P0005,Frozen,59,289,17.4,Cloudy,0,Spring,0
2022/4/16,P0005,Frozen,56,233,17.4,Rainy,0,Spring,0
2022/4/17,P0005,Frozen,25,208,17.4,Cloudy,0,Spring,0
2022/4/18,P0005,Frozen,64,144,17.4,Cloudy,0,Spring,0
2022/4/19,P0005,Frozen,77,354,17.4,Sunny,0,Spring,0
2022/4/20,P0005,Frozen,31,323,17.4,Cloudy,0,Spring,0
2022/4/21,P0005,Frozen,72,251,17.4,Cloudy,1,Spring,16
2022/4/22,P0005,Frozen,66,185,17.4,Cloudy,0,Spring,0
2022/4/23,P0005,Frozen,50,135,17.4,Sunny,0,Spring,0
2022/4/24,P0005,Frozen,49,284,17.4,Cloudy,0,Spring,0
2022/4/25,P0005,Frozen,45,239,17.4,Rainy,0,Spring,0
2022/4/26,P0005,Frozen,53,186,17.4,Cloudy,0,Spring,0
2022/4/27,P0005,Frozen,28,158,17.4,Cloudy,0,Spring,0
2022/4/28,P0005,Frozen,37,121,17.4,Sunny,0,Spring,0
2022/4/29,P0005,Frozen,35,457,17.4,Cloudy,0,Spring,0
2022/4/30,P0005,Frozen,58,399,17.4,Rainy,0,Spring,0
2022/5/1,P0005,Frozen,32,367,17.4,Rainy,0,Spring,0
2022/5/2,P0005,Frozen,50,317,17.4,Rainy,0,Spring,0
2022/5/3,P0005,Frozen,32,285,17.4,Rainy,0,Spring,0
2022/5/4,P0005,Frozen,54,231,17.4,Rainy,0,Spring,0
2022/5/5,P0005,Frozen,28,203,17.4,Rainy,0,Spring,0
2022/5/6,P0005,Frozen,50,153,17.4,Cloudy,0,Spring,0
2022/5/7,P0005,Frozen,50,103,17.4,Sunny,0,Spring,0
2022/5/8,P0005,Frozen,55,417,17.4,Cloudy,0,Spring,0
2022/5/9,P0005,Frozen,54,363,17.4,Rainy,0,Spring,0
2022/5/10,P0005,Frozen,14,349,17.4,Rainy,0,Spring,0
2022/5/11,P0005,Frozen,22,327,17.4,Cloudy,0,Spring,0
2022/5/12,P0005,Frozen,56,271,17.4,Cloudy,0,Spring,0
2022/5/13,P0005,Frozen,13,258,17.4,Cloudy,0,Spring,0
2022/5/14,P0005,Frozen,58,200,17.4,Rainy,1,Spring,12
2022/5/15,P0005,Frozen,31,169,17.4,Rainy,0,Spring,0
2022/5/16,P0005,Frozen,49,120,17.4,Rainy,0,Spring,0
2022/5/17,P0005,Frozen,76,274,17.4,Cloudy,0,Spring,0
2022/5/18,P0005,Frozen,68,206,17.4,Rainy,0,Spring,0
2022/5/19,P0005,Frozen,31,175,17.4,Rainy,0,Spring,0
2022/5/20,P0005,Frozen,21,154,17.4,Sunny,0,Spring,0
2022/5/21,P0005,Frozen,51,103,17.4,Rainy,0,Spring,0
2022/5/22,P0005,Frozen,38,358,17.4,Sunny,0,Spring,0
2022/5/23,P0005,Frozen,55,303,17.4,Cloudy,0,Spring,0
2022/5/24,P0005,Frozen,34,269,17.4,Cloudy,0,Spring,0
2022/5/25,P0005,Frozen,74,195,17.4,Cloudy,0,Spring,0
2022/5/26,P0005,Frozen,52,143,17.4,Cloudy,1,Spring,11
2022/5/27,P0005,Frozen,49,435,17.4,Sunny,0,Spring,0
2022/5/28,P0005,Frozen,74,361,17.4,Cloudy,1,Spring,20
2022/5/29,P0005,Frozen,44,317,17.4,Rainy,0,Spring,0
2022/5/30,P0005,Frozen,61,256,17.4,Cloudy,0,Spring,0
2022/5/31,P0005,Frozen,72,184,17.4,Cloudy,0,Spring,0
2022/6/1,P0005,Frozen,32,152,17.4,Rainy,0,Spring,0
2022/6/2,P0005,Frozen,62,414,17.4,Cloudy,0,Spring,0
2022/6/3,P0005,Frozen,93,321,17.4,Sunny,0,Spring,0
2022/6/4,P0005,Frozen,63,258,17.4,Cloudy,0,Spring,0
2022/6/5,P0005,Frozen,107,151,17.4,Cloudy,0,Spring,0
2022/6/6,P0005,Frozen,66,308,17.4,Rainy,0,Spring,0
2022/6/7,P0005,Frozen,40,268,17.4,Sunny,0,Spring,0
2022/6/8,P0005,Frozen,46,222,17.4,Cloudy,0,Spring,0
2022/6/9,P0005,Frozen,100,122,17.4,Rainy,1,Spring,5
2022/6/10,P0005,Frozen,23,257,17.4,Rainy,0,Spring,0
2022/6/11,P0005,Frozen,71,186,17.4,Cloudy,0,Spring,0
2022/6/12,P0005,Frozen,89,261,17.4,Rainy,0,Spring,0
2022/6/13,P0005,Frozen,38,223,17.4,Rainy,0,Spring,0
2022/6/14,P0005,Frozen,59,164,17.4,Rainy,0,Spring,0
2022/6/15,P0005,Frozen,77,367,17.4,Cloudy,0,Spring,0
2022/6/16,P0005,Frozen,27,340,17.4,Cloudy,0,Spring,0
2022/6/17,P0005,Frozen,50,290,17.4,Cloudy,0,Spring,0
2022/6/18,P0005,Frozen,33,257,17.4,Rainy,0,Spring,0
2022/6/19,P0005,Frozen,44,213,17.4,Sunny,0,Spring,0
2022/6/20,P0005,Frozen,68,145,17.4,Cloudy,0,Spring,0
2022/6/21,P0005,Frozen,50,472,17.4,Rainy,0,Spring,0
2022/6/22,P0005,Frozen,42,430,17.4,Rainy,1,Spring,20
2022/6/23,P0005,Frozen,30,400,17.4,Rainy,0,Spring,0
2022/6/24,P0005,Frozen,47,353,17.4,Sunny,0,Spring,0
2022/6/25,P0005,Frozen,59,294,17.4,Cloudy,0,Spring,0
2022/6/26,P0005,Frozen,50,244,17.4,Cloudy,0,Spring,0
2022/6/27,P0005,Frozen,43,201,17.4,Rainy,0,Spring,0
2022/6/28,P0005,Frozen,90,111,17.4,Cloudy,0,Spring,0
2022/6/29,P0005,Frozen,64,382,17.4,Cloudy,0,Spring,0
2022/1/1,P0006,Frozen,37,444,46.21,Rainy,0,Winter,0
2022/1/2,P0006,Frozen,59,385,46.21,Rainy,0,Winter,0
2022/1/3,P0006,Frozen,51,334,46.21,Sunny,0,Winter,0
2022/1/4,P0006,Frozen,62,272,46.21,Cloudy,1,Winter,8
2022/1/5,P0006,Frozen,63,209,46.21,Sunny,0,Winter,0
2022/1/6,P0006,Frozen,55,154,46.21,Cloudy,0,Winter,0
2022/1/7,P0006,Frozen,41,113,46.21,Rainy,0,Winter,0
2022/1/8,P0006,Frozen,40,381,46.21,Rainy,0,Winter,0
2022/1/9,P0006,Frozen,64,317,46.21,Rainy,0,Winter,0
2022/1/10,P0006,Frozen,66,251,46.21,Rainy,0,Winter,0
2022/1/11,P0006,Frozen,24,227,46.21,Cloudy,0,Winter,0
2022/1/12,P0006,Frozen,47,180,46.21,Rainy,0,Winter,0
2022/1/13,P0006,Frozen,25,155,46.21,Cloudy,0,Winter,0
2022/1/14,P0006,Frozen,38,117,46.21,Cloudy,1,Winter,7
2022/1/15,P0006,Frozen,23,390,46.21,Sunny,1,Winter,9
2022/1/16,P0006,Frozen,57,333,46.21,Rainy,0,Winter,0
2022/1/17,P0006,Frozen,23,310,46.21,Cloudy,0,Winter,0
2022/1/18,P0006,Frozen,17,293,46.21,Cloudy,0,Winter,0
2022/1/19,P0006,Frozen,42,251,46.21,Rainy,0,Winter,0
2022/1/20,P0006,Frozen,30,221,46.21,Cloudy,0,Winter,0
2022/1/21,P0006,Frozen,51,170,46.21,Sunny,0,Winter,0
2022/1/22,P0006,Frozen,39,131,46.21,Rainy,0,Winter,0
2022/1/23,P0006,Frozen,68,419,46.21,Sunny,0,Winter,0
2022/1/24,P0006,Frozen,73,346,46.21,Sunny,0,Winter,0
2022/1/25,P0006,Frozen,79,267,46.21,Sunny,0,Winter,0
2022/1/26,P0006,Frozen,57,210,46.21,Rainy,0,Winter,0
2022/1/27,P0006,Frozen,75,135,46.21,Sunny,0,Winter,0
2022/1/28,P0006,Frozen,62,232,46.21,Sunny,0,Winter,0
2022/1/29,P0006,Frozen,56,176,46.21,Rainy,0,Winter,0
2022/1/30,P0006,Frozen,80,270,46.21,Cloudy,0,Winter,0
2022/1/31,P0006,Frozen,20,250,46.21,Rainy,0,Winter,0
2022/2/1,P0006,Frozen,57,193,46.21,Rainy,0,Winter,0
2022/2/2,P0006,Frozen,46,147,46.21,Cloudy,0,Winter,0
2022/2/3,P0006,Frozen,15,132,46.21,Cloudy,0,Winter,0
2022/2/4,P0006,Frozen,35,445,46.21,Sunny,0,Winter,0
2022/2/5,P0006,Frozen,29,416,46.21,Rainy,1,Winter,20
2022/2/6,P0006,Frozen,73,343,46.21,Rainy,0,Winter,0
2022/2/7,P0006,Frozen,42,301,46.21,Rainy,0,Winter,0
2022/2/8,P0006,Frozen,15,286,46.21,Rainy,0,Winter,0
2022/2/9,P0006,Frozen,33,253,46.21,Rainy,0,Winter,0
2022/2/10,P0006,Frozen,34,219,46.21,Rainy,0,Winter,0
2022/2/11,P0006,Frozen,49,170,46.21,Cloudy,0,Winter,0
2022/2/12,P0006,Frozen,29,141,46.21,Rainy,0,Winter,0
2022/2/13,P0006,Frozen,73,373,46.21,Cloudy,0,Winter,0
2022/2/14,P0006,Frozen,23,350,46.21,Sunny,0,Winter,0
2022/2/15,P0006,Frozen,56,294,46.21,Cloudy,0,Winter,0
2022/2/16,P0006,Frozen,18,276,46.21,Rainy,0,Winter,0
2022/2/17,P0006,Frozen,33,243,46.21,Rainy,0,Winter,0
2022/2/18,P0006,Frozen,37,206,46.21,Rainy,0,Winter,0
2022/2/19,P0006,Frozen,30,176,46.21,Sunny,0,Winter,0
2022/2/20,P0006,Frozen,62,114,46.21,Rainy,0,Winter,0
2022/2/21,P0006,Frozen,72,214,46.21,Cloudy,0,Winter,0
2022/2/22,P0006,Frozen,44,170,46.21,Cloudy,0,Winter,0
2022/2/23,P0006,Frozen,32,138,46.21,Cloudy,0,Winter,0
2022/2/24,P0006,Frozen,36,102,46.21,Rainy,0,Winter,0
2022/2/25,P0006,Frozen,50,342,46.21,Sunny,0,Winter,0
2022/2/26,P0006,Frozen,24,318,46.21,Sunny,0,Winter,0
2022/2/27,P0006,Frozen,64,254,46.21,Cloudy,0,Winter,0
2022/2/28,P0006,Frozen,30,224,46.21,Rainy,0,Winter,0
2022/3/1,P0006,Frozen,68,156,46.21,Cloudy,0,Winter,0
2022/3/2,P0006,Frozen,78,409,46.21,Sunny,0,Winter,0
2022/3/3,P0006,Frozen,64,345,46.21,Sunny,0,Winter,0
2022/3/4,P0006,Frozen,57,288,46.21,Sunny,0,Winter,0
2022/3/5,P0006,Frozen,41,247,46.21,Rainy,0,Winter,0
2022/3/6,P0006,Frozen,47,200,46.21,Sunny,0,Winter,0
2022/3/7,P0006,Frozen,36,164,46.21,Sunny,0,Winter,0
2022/3/8,P0006,Frozen,85,474,46.21,Cloudy,1,Winter,14
2022/3/9,P0006,Frozen,43,431,46.21,Sunny,0,Winter,0
2022/3/10,P0006,Frozen,28,403,46.21,Rainy,0,Winter,0
2022/3/11,P0006,Frozen,33,370,46.21,Rainy,0,Winter,0
2022/3/12,P0006,Frozen,77,293,46.21,Sunny,0,Winter,0
2022/3/13,P0006,Frozen,55,238,46.21,Sunny,0,Winter,0
2022/3/14,P0006,Frozen,33,205,46.21,Sunny,0,Winter,0
2022/3/15,P0006,Frozen,73,132,46.21,Sunny,0,Winter,0
2022/3/16,P0006,Frozen,28,104,46.21,Sunny,0,Winter,0
2022/3/17,P0006,Frozen,38,230,46.21,Cloudy,0,Winter,0
2022/3/18,P0006,Frozen,49,181,46.21,Sunny,0,Winter,0
2022/3/19,P0006,Frozen,45,136,46.21,Cloudy,0,Winter,0
2022/3/20,P0006,Frozen,41,456,46.21,Rainy,0,Winter,0
2022/3/21,P0006,Frozen,87,369,46.21,Cloudy,0,Winter,0
2022/3/22,P0006,Frozen,41,328,46.21,Rainy,0,Winter,0
2022/3/23,P0006,Frozen,60,268,46.21,Sunny,0,Winter,0
2022/3/24,P0006,Frozen,67,201,46.21,Sunny,0,Winter,0
2022/3/25,P0006,Frozen,54,147,46.21,Rainy,1,Winter,12
2022/3/26,P0006,Frozen,85,219,46.21,Rainy,0,Winter,0
2022/3/27,P0006,Frozen,22,197,46.21,Rainy,0,Winter,0
2022/3/28,P0006,Frozen,15,182,46.21,Cloudy,0,Winter,0
2022/3/29,P0006,Frozen,45,137,46.21,Rainy,0,Winter,0
2022/3/30,P0006,Frozen,65,339,46.21,Cloudy,0,Winter,0
2022/3/31,P0006,Frozen,97,242,46.21,Sunny,1,Winter,20
2022/4/1,P0006,Frozen,33,209,46.21,Cloudy,0,Spring,0
2022/4/2,P0006,Frozen,63,146,46.21,Cloudy,0,Spring,0
2022/4/3,P0006,Frozen,76,252,46.21,Rainy,0,Spring,0
2022/4/4,P0006,Frozen,53,199,46.21,Sunny,1,Spring,19
2022/4/5,P0006,Frozen,22,177,46.21,Rainy,0,Spring,0
2022/4/6,P0006,Frozen,58,119,46.21,Cloudy,0,Spring,0
2022/4/7,P0006,Frozen,85,210,46.21,Sunny,1,Spring,13
2022/4/8,P0006,Frozen,51,159,46.21,Rainy,0,Spring,0
2022/4/9,P0006,Frozen,98,297,46.21,Sunny,0,Spring,0
2022/4/10,P0006,Frozen,55,242,46.21,Sunny,0,Spring,0
2022/4/11,P0006,Frozen,83,159,46.21,Sunny,0,Spring,0
2022/4/12,P0006,Frozen,63,366,46.21,Sunny,0,Spring,0
2022/4/13,P0006,Frozen,21,345,46.21,Cloudy,1,Spring,5
2022/4/14,P0006,Frozen,59,286,46.21,Sunny,0,Spring,0
2022/4/15,P0006,Frozen,80,206,46.21,Cloudy,0,Spring,0
2022/4/16,P0006,Frozen,36,170,46.21,Cloudy,0,Spring,0
2022/4/17,P0006,Frozen,100,458,46.21,Cloudy,0,Spring,0
2022/4/18,P0006,Frozen,86,372,46.21,Sunny,0,Spring,0
2022/4/19,P0006,Frozen,64,308,46.21,Sunny,0,Spring,0
2022/4/20,P0006,Frozen,50,258,46.21,Rainy,0,Spring,0
2022/4/21,P0006,Frozen,49,209,46.21,Rainy,0,Spring,0
2022/4/22,P0006,Frozen,65,144,46.21,Rainy,0,Spring,0
2022/4/23,P0006,Frozen,37,107,46.21,Rainy,0,Spring,0
2022/4/24,P0006,Frozen,60,356,46.21,Cloudy,0,Spring,0
2022/4/25,P0006,Frozen,62,294,46.21,Cloudy,0,Spring,0
2022/4/26,P0006,Frozen,50,244,46.21,Cloudy,0,Spring,0
2022/4/27,P0006,Frozen,17,227,46.21,Rainy,0,Spring,0
2022/4/28,P0006,Frozen,22,205,46.21,Rainy,0,Spring,0
2022/4/29,P0006,Frozen,79,126,46.21,Sunny,1,Spring,12
2022/4/30,P0006,Frozen,59,420,46.21,Rainy,0,Spring,0
2022/5/1,P0006,Frozen,73,347,46.21,Cloudy,0,Spring,0
2022/5/2,P0006,Frozen,35,312,46.21,Cloudy,1,Spring,17
2022/5/3,P0006,Frozen,72,240,46.21,Rainy,0,Spring,0
2022/5/4,P0006,Frozen,90,150,46.21,Rainy,1,Spring,13
2022/5/5,P0006,Frozen,48,102,46.21,Rainy,0,Spring,0
2022/5/6,P0006,Frozen,81,304,46.21,Sunny,0,Spring,0
2022/5/7,P0006,Frozen,64,240,46.21,Cloudy,0,Spring,0
2022/5/8,P0006,Frozen,79,161,46.21,Rainy,0,Spring,0
2022/5/9,P0006,Frozen,28,133,46.21,Sunny,0,Spring,0
2022/5/10,P0006,Frozen,57,303,46.21,Rainy,0,Spring,0
2022/5/11,P0006,Frozen,50,253,46.21,Sunny,0,Spring,0
2022/5/12,P0006,Frozen,79,174,46.21,Rainy,1,Spring,17
2022/5/13,P0006,Frozen,101,290,46.21,Cloudy,1,Spring,20
2022/5/14,P0006,Frozen,73,217,46.21,Rainy,0,Spring,0
2022/5/15,P0006,Frozen,34,183,46.21,Rainy,1,Spring,5
2022/5/16,P0006,Frozen,45,138,46.21,Rainy,0,Spring,0
2022/5/17,P0006,Frozen,60,313,46.21,Rainy,0,Spring,0
2022/5/18,P0006,Frozen,68,245,46.21,Cloudy,0,Spring,0
2022/5/19,P0006,Frozen,80,165,46.21,Rainy,1,Spring,7
2022/5/20,P0006,Frozen,62,103,46.21,Rainy,0,Spring,0
2022/5/21,P0006,Frozen,61,363,46.21,Rainy,0,Spring,0
2022/5/22,P0006,Frozen,42,321,46.21,Cloudy,0,Spring,0
2022/5/23,P0006,Frozen,38,283,46.21,Rainy,0,Spring,0
2022/5/24,P0006,Frozen,89,194,46.21,Sunny,0,Spring,0
2022/5/25,P0006,Frozen,50,144,46.21,Rainy,0,Spring,0
2022/5/26,P0006,Frozen,67,433,46.21,Cloudy,0,Spring,0
2022/5/27,P0006,Frozen,65,368,46.21,Cloudy,0,Spring,0
2022/5/28,P0006,Frozen,59,309,46.21,Rainy,0,Spring,0
2022/5/29,P0006,Frozen,58,251,46.21,Cloudy,0,Spring,0
2022/5/30,P0006,Frozen,48,203,46.21,Sunny,0,Spring,0
2022/5/31,P0006,Frozen,100,103,46.21,Sunny,1,Spring,13
2022/6/1,P0006,Frozen,34,380,46.21,Sunny,0,Spring,0
2022/6/2,P0006,Frozen,60,320,46.21,Rainy,0,Spring,0
2022/6/3,P0006,Frozen,73,247,46.21,Rainy,0,Spring,0
2022/6/4,P0006,Frozen,51,196,46.21,Rainy,0,Spring,0
2022/6/5,P0006,Frozen,57,139,46.21,Sunny,0,Spring,0
2022/6/6,P0006,Frozen,76,234,46.21,Cloudy,0,Spring,0
2022/6/7,P0006,Frozen,32,202,46.21,Sunny,0,Spring,0
2022/6/8,P0006,Frozen,53,149,46.21,Rainy,0,Spring,0
2022/6/9,P0006,Frozen,42,107,46.21,Rainy,0,Spring,0
2022/6/10,P0006,Frozen,80,228,46.21,Rainy,0,Spring,0
2022/6/11,P0006,Frozen,35,193,46.21,Cloudy,0,Spring,0
2022/6/12,P0006,Frozen,76,117,46.21,Sunny,0,Spring,0
2022/6/13,P0006,Frozen,30,262,46.21,Cloudy,0,Spring,0
2022/6/14,P0006,Frozen,30,232,46.21,Sunny,0,Spring,0
2022/6/15,P0006,Frozen,81,151,46.21,Sunny,0,Spring,0
2022/6/16,P0006,Frozen,27,124,46.21,Rainy,0,Spring,0
2022/6/17,P0006,Frozen,30,352,46.21,Cloudy,0,Spring,0
2022/6/18,P0006,Frozen,25,327,46.21,Rainy,0,Spring,0
2022/6/19,P0006,Frozen,77,250,46.21,Cloudy,0,Spring,0
2022/6/20,P0006,Frozen,53,197,46.21,Sunny,0,Spring,0
2022/6/21,P0006,Frozen,37,160,46.21,Cloudy,0,Spring,0
2022/6/22,P0006,Frozen,41,119,46.21,Cloudy,0,Spring,0
2022/6/23,P0006,Frozen,22,322,46.21,Sunny,0,Spring,0
2022/6/24,P0006,Frozen,66,256,46.21,Rainy,1,Spring,12
2022/6/25,P0006,Frozen,29,227,46.21,Cloudy,0,Spring,0
2022/6/26,P0006,Frozen,103,124,46.21,Rainy,0,Spring,0
2022/6/27,P0006,Frozen,83,255,46.21,Rainy,0,Spring,0
2022/6/28,P0006,Frozen,75,180,46.21,Sunny,0,Spring,0
2022/6/29,P0006,Frozen,68,112,46.21,Sunny,0,Spring,0
2022/1/1,P0007,Beverages,47,416,35.36,Sunny,0,Winter,0
2022/1/2,P0007,Beverages,27,389,35.36,Cloudy,0,Winter,0
2022/1/3,P0007,Beverages,35,354,35.36,Cloudy,1,Winter,13
2022/1/4,P0007,Beverages,30,324,35.36,Sunny,0,Winter,0
2022/1/5,P0007,Beverages,25,299,35.36,Rainy,0,Winter,0
2022/1/6,P0007,Beverages,33,266,35.36,Rainy,0,Winter,0
2022/1/7,P0007,Beverages,36,230,35.36,Cloudy,0,Winter,0
2022/1/8,P0007,Beverages,46,184,35.36,Sunny,0,Winter,0
2022/1/9,P0007,Beverages,61,123,35.36,Sunny,0,Winter,0
2022/1/10,P0007,Beverages,25,326,35.36,Cloudy,1,Winter,16
2022/1/11,P0007,Beverages,40,286,35.36,Rainy,0,Winter,0
2022/1/12,P0007,Beverages,50,236,35.36,Sunny,0,Winter,0
2022/1/13,P0007,Beverages,72,164,35.36,Cloudy,1,Winter,13
2022/1/14,P0007,Beverages,31,133,35.36,Sunny,0,Winter,0
2022/1/15,P0007,Beverages,20,113,35.36,Cloudy,0,Winter,0
2022/1/16,P0007,Beverages,32,277,35.36,Sunny,0,Winter,0
2022/1/17,P0007,Beverages,27,250,35.36,Sunny,0,Winter,0
2022/1/18,P0007,Beverages,70,180,35.36,Cloudy,0,Winter,0
2022/1/19,P0007,Beverages,77,103,35.36,Sunny,0,Winter,0
2022/1/20,P0007,Beverages,31,306,35.36,Sunny,1,Winter,8
2022/1/21,P0007,Beverages,25,281,35.36,Rainy,0,Winter,0
2022/1/22,P0007,Beverages,70,211,35.36,Rainy,0,Winter,0
2022/1/23,P0007,Beverages,64,147,35.36,Cloudy,0,Winter,0
2022/1/24,P0007,Beverages,30,117,35.36,Cloudy,0,Winter,0
2022/1/25,P0007,Beverages,49,391,35.36,Sunny,0,Winter,0
2022/1/26,P0007,Beverages,61,330,35.36,Rainy,1,Winter,18
2022/1/27,P0007,Beverages,40,290,35.36,Sunny,0,Winter,0
2022/1/28,P0007,Beverages,53,237,35.36,Cloudy,0,Winter,0
2022/1/29,P0007,Beverages,32,205,35.36,Sunny,0,Winter,0
2022/1/30,P0007,Beverages,38,167,35.36,Sunny,1,Winter,20
2022/1/31,P0007,Beverages,56,111,35.36,Cloudy,0,Winter,0
2022/2/1,P0007,Beverages,42,360,35.36,Cloudy,0,Winter,0
2022/2/2,P0007,Beverages,50,310,35.36,Rainy,0,Winter,0
2022/2/3,P0007,Beverages,82,228,35.36,Cloudy,1,Winter,11
2022/2/4,P0007,Beverages,60,168,35.36,Sunny,0,Winter,0
2022/2/5,P0007,Beverages,63,105,35.36,Sunny,0,Winter,0
2022/2/6,P0007,Beverages,65,321,35.36,Sunny,0,Winter,0
2022/2/7,P0007,Beverages,44,277,35.36,Sunny,0,Winter,0
2022/2/8,P0007,Beverages,40,237,35.36,Cloudy,0,Winter,0
2022/2/9,P0007,Beverages,68,169,35.36,Rainy,1,Winter,11
2022/2/10,P0007,Beverages,41,128,35.36,Cloudy,0,Winter,0
2022/2/11,P0007,Beverages,26,102,35.36,Rainy,0,Winter,0
2022/2/12,P0007,Beverages,41,380,35.36,Rainy,0,Winter,0
2022/2/13,P0007,Beverages,44,336,35.36,Cloudy,0,Winter,0
2022/2/14,P0007,Beverages,20,316,35.36,Rainy,0,Winter,0
2022/2/15,P0007,Beverages,97,219,35.36,Sunny,1,Winter,9
2022/2/16,P0007,Beverages,41,178,35.36,Sunny,0,Winter,0
2022/2/17,P0007,Beverages,20,158,35.36,Cloudy,0,Winter,0
2022/2/18,P0007,Beverages,64,344,35.36,Sunny,0,Winter,0
2022/2/19,P0007,Beverages,56,288,35.36,Rainy,0,Winter,0
2022/2/20,P0007,Beverages,39,249,35.36,Cloudy,1,Winter,8
2022/2/21,P0007,Beverages,40,209,35.36,Cloudy,0,Winter,0
2022/2/22,P0007,Beverages,65,144,35.36,Cloudy,0,Winter,0
2022/2/23,P0007,Beverages,27,117,35.36,Sunny,0,Winter,0
2022/2/24,P0007,Beverages,64,412,35.36,Cloudy,0,Winter,0
2022/2/25,P0007,Beverages,62,350,35.36,Sunny,0,Winter,0
2022/2/26,P0007,Beverages,61,289,35.36,Rainy,0,Winter,0
