Date,Product ID,Category,Seasonality,Units Sold,Price
2015/4/28,6,Veggie,Spring,4,16.07142857
2015/4/28,7,Classic,Spring,3,14.95833333
2015/4/28,8,Classic,Spring,1,16.16666667
2015/4/28,9,Supreme,Spring,1,16.625
2015/4/28,10,Chicken,Spring,1,20.75
2015/4/29,1,Chicken,Spring,1,16.75
2015/4/29,2,Chicken,Spring,3,18.75
2015/4/29,3,Chicken,Spring,3,17.75
2015/4/29,4,Classic,Spring,4,15.125
2015/4/29,5,Veggie,Spring,1,18.5
2015/4/29,6,Veggie,Spring,2,17.0625
2015/4/29,7,Classic,Spring,3,12.25
2015/4/29,8,Classic,Spring,1,16.16666667
2015/4/29,9,Supreme,Spring,4,13.5
2015/4/29,10,Chicken,Spring,1,16.75
2015/4/30,1,Chicken,Spring,4,20.25
2015/4/30,2,Chicken,Spring,4,18.35
2015/4/30,3,Chicken,Spring,1,20.75
2015/4/30,4,Classic,Spring,4,16.6875
2015/4/30,5,Veggie,Spring,0,18.5
2015/4/30,7,Classic,Spring,7,13.4375
2015/4/30,8,Classic,Spring,3,18.7
2015/4/30,9,Supreme,Spring,3,17.625
2015/4/30,10,Chicken,Spring,3,17.55
2015/5/1,1,Chicken,Spring,0,16.75
2015/5/1,2,Chicken,Spring,0,18.20454545
2015/5/1,3,Chicken,Spring,0,19.75
2015/5/1,4,Classic,Spring,0,16.61111111
2015/5/1,5,Veggie,Spring,0,18.5
2015/5/1,6,Veggie,Spring,0,16.08333333
2015/5/1,7,Classic,Spring,0,13.85714286
2015/5/1,8,Classic,Spring,0,12
2015/5/1,9,Supreme,Spring,0,14.5
2015/5/1,10,Chicken,Spring,0,17.95
2015/5/2,1,Chicken,Spring,0,14.75
2015/5/2,2,Chicken,Spring,0,16.25
2015/5/2,3,Chicken,Spring,0,17.32142857
2015/5/2,4,Classic,Spring,0,15.08333333
2015/5/2,5,Veggie,Spring,0,18.5
2015/5/2,6,Veggie,Spring,0,16
2015/5/2,7,Classic,Spring,0,11.28571429
2015/5/2,8,Classic,Spring,0,17.5
2015/5/2,9,Supreme,Spring,0,15.16666667
2015/5/2,10,Chicken,Spring,0,17.55
2015/5/3,1,Chicken,Spring,0,18.35
2015/5/3,2,Chicken,Spring,0,17.89285714
2015/5/3,3,Chicken,Spring,0,12.75
2015/5/3,4,Classic,Spring,0,16
2015/5/3,5,Veggie,Spring,0,18.5
2015/5/3,6,Veggie,Spring,0,16.9
2015/5/3,7,Classic,Spring,0,13.46428571
2015/5/3,8,Classic,Spring,0,16
2015/5/3,9,Supreme,Spring,0,15.5625
2015/5/3,10,Chicken,Spring,0,15.41666667
2015/5/4,1,Chicken,Spring,0,17.75
2015/5/4,2,Chicken,Spring,0,16.75
2015/5/4,3,Chicken,Spring,0,16.75
2015/5/4,4,Classic,Spring,0,15.625
2015/5/4,5,Veggie,Spring,0,18.5
2015/5/4,6,Veggie,Spring,0,13
2015/5/4,7,Classic,Spring,0,13.41666667
2015/5/4,8,Classic,Spring,0,17.25
2015/5/4,9,Supreme,Spring,0,20.75
2015/5/4,10,Chicken,Spring,0,16.75
2015/5/5,1,Chicken,Spring,0,17.41666667
2015/5/5,2,Chicken,Spring,0,19.75
2015/5/5,3,Chicken,Spring,0,15.41666667
2015/5/5,4,Classic,Spring,0,15.3
2015/5/5,5,Veggie,Spring,0,18.5
2015/5/5,6,Veggie,Spring,0,14
2015/5/5,7,Classic,Spring,0,12.93181818
2015/5/5,8,Classic,Spring,0,16.16666667
2015/5/5,9,Supreme,Spring,0,16.5
2015/5/5,10,Chicken,Spring,0,17.32142857
2015/5/6,1,Chicken,Spring,0,17.15
2015/5/6,2,Chicken,Spring,0,17.63888889
2015/5/6,4,Classic,Spring,0,14.35714286
2015/5/6,5,Veggie,Spring,0,18.5
2015/5/6,6,Veggie,Spring,0,15.375
2015/5/6,7,Classic,Spring,0,13
2015/5/6,8,Classic,Spring,0,18.25
2015/5/6,9,Supreme,Spring,0,17.5625
2015/5/6,10,Chicken,Spring,0,20.75
2015/5/7,1,Chicken,Spring,0,17.75
2015/5/7,2,Chicken,Spring,0,17.41666667
2015/5/7,3,Chicken,Spring,0,16.75
2015/5/7,4,Classic,Spring,0,16.125
2015/5/7,5,Veggie,Spring,0,18.5
2015/5/7,6,Veggie,Spring,0,12
2015/5/7,7,Classic,Spring,0,13.45
2015/5/7,8,Classic,Spring,0,15.3
2015/5/7,9,Supreme,Spring,0,16.5
2015/5/7,10,Chicken,Spring,0,19.41666667
2015/5/8,1,Chicken,Spring,0,15.95
2015/5/8,2,Chicken,Spring,0,17.95
2015/5/8,3,Chicken,Spring,0,16.75
2015/5/8,4,Classic,Spring,0,17.75
2015/5/8,5,Veggie,Spring,0,18.5
2015/5/8,6,Veggie,Spring,0,15.25
2015/5/8,7,Classic,Spring,0,14.1
2015/5/8,8,Classic,Spring,0,15.64285714
2015/5/8,9,Supreme,Spring,0,16.58333333
2015/5/8,10,Chicken,Spring,0,19.60714286
2015/5/9,1,Chicken,Spring,0,16.75
2015/5/9,2,Chicken,Spring,0,18.35
2015/5/9,3,Chicken,Spring,0,12.75
2015/5/9,4,Classic,Spring,0,16.125
2015/5/9,5,Veggie,Spring,0,18.5
2015/5/9,6,Veggie,Spring,0,15.375
2015/5/9,7,Classic,Spring,0,14.41666667
2015/5/9,8,Classic,Spring,0,18.25
2015/5/9,9,Supreme,Spring,0,16.625
2015/5/9,10,Chicken,Spring,0,19.15
2015/5/10,1,Chicken,Spring,0,17.41666667
2015/5/10,2,Chicken,Spring,0,16.75
2015/5/10,3,Chicken,Spring,0,16.75
2015/5/10,4,Classic,Spring,0,15.125
2015/5/10,5,Veggie,Spring,0,18.5
2015/5/10,6,Veggie,Spring,0,16.08333333
2015/5/10,7,Classic,Spring,0,14.9375
2015/5/10,8,Classic,Spring,0,17.66666667
2015/5/10,9,Supreme,Spring,0,14.5
2015/5/10,10,Chicken,Spring,0,17.75
2015/5/11,1,Chicken,Spring,0,17.95
2015/5/11,2,Chicken,Spring,0,16.75
2015/5/11,3,Chicken,Spring,0,20.75
2015/5/11,4,Classic,Spring,0,15.77272727
2015/5/11,5,Veggie,Spring,0,18.5
2015/5/11,6,Veggie,Spring,0,16
2015/5/11,7,Classic,Spring,0,11.1875
2015/5/11,8,Classic,Spring,0,14.83333333
2015/5/11,9,Supreme,Spring,0,15.25
2015/5/11,10,Chicken,Spring,0,18.35
2015/5/12,1,Chicken,Spring,0,17.55
2015/5/12,2,Chicken,Spring,0,18.08333333
2015/5/12,3,Chicken,Spring,0,16.75
2015/5/12,4,Classic,Spring,0,15.41666667
2015/5/12,5,Veggie,Spring,0,18.5
2015/5/12,6,Veggie,Spring,0,15.2
2015/5/12,7,Classic,Spring,0,13.5
2015/5/12,8,Classic,Spring,0,15.3
2015/5/12,9,Supreme,Spring,0,14.5
2015/5/12,10,Chicken,Spring,0,19.41666667
2015/5/13,1,Chicken,Spring,0,15.75
2015/5/13,2,Chicken,Spring,0,19.25
2015/5/13,3,Chicken,Spring,0,18.08333333
2015/5/13,4,Classic,Spring,0,14.4
2015/5/13,5,Veggie,Spring,0,18.5
2015/5/13,6,Veggie,Spring,0,16.08333333
2015/5/13,7,Classic,Spring,0,12.95833333
2015/5/13,8,Classic,Spring,0,16
2015/5/13,9,Supreme,Spring,0,12.5
2015/5/13,10,Chicken,Spring,0,17.89285714
2015/5/14,1,Chicken,Spring,0,16.30555556
2015/5/14,2,Chicken,Spring,0,17.75
2015/5/14,3,Chicken,Spring,0,14.75
2015/5/14,4,Classic,Spring,0,16.11111111
2015/5/14,5,Veggie,Spring,0,18.5
2015/5/14,6,Veggie,Spring,0,14.75
2015/5/14,7,Classic,Spring,0,14.13888889
2015/5/14,8,Classic,Spring,0,14.5
2015/5/14,9,Supreme,Spring,0,12.5
2015/5/14,10,Chicken,Spring,0,19.25
2015/5/15,1,Chicken,Spring,0,18.46428571
2015/5/15,2,Chicken,Spring,0,19.41666667
2015/5/15,3,Chicken,Spring,0,19.15
2015/5/15,4,Classic,Spring,0,14
2015/5/15,5,Veggie,Spring,0,18.5
2015/5/15,6,Veggie,Spring,0,20.25
2015/5/15,7,Classic,Spring,0,13.26785714
2015/5/15,8,Classic,Spring,0,14.66666667
2015/5/15,9,Supreme,Spring,0,14.1
2015/5/15,10,Chicken,Spring,0,18.97222222
2015/5/16,1,Chicken,Spring,0,18.08333333
2015/5/16,2,Chicken,Spring,0,18.08333333
2015/5/16,3,Chicken,Spring,0,12.75
2015/5/16,4,Classic,Spring,0,14.95454545
2015/5/16,5,Veggie,Spring,0,18.5
2015/5/16,6,Veggie,Spring,0,17.5
2015/5/16,7,Classic,Spring,0,11.95833333
2015/5/16,8,Classic,Spring,0,14.92857143
2015/5/16,9,Supreme,Spring,0,12.5
2015/5/16,10,Chicken,Spring,0,17.15
2015/5/17,1,Chicken,Spring,5,14.75
2015/5/17,2,Chicken,Spring,4,17.75
2015/5/17,3,Chicken,Spring,3,20.75
2015/5/17,4,Classic,Spring,8,16.07142857
2015/5/17,5,Veggie,Spring,4,18.5
2015/5/17,6,Veggie,Spring,4,18.125
2015/5/17,7,Classic,Spring,4,13.5
2015/5/17,8,Classic,Spring,2,18.25
2015/5/17,9,Supreme,Spring,1,12.5
2015/5/17,10,Chicken,Spring,3,20.75
2015/5/18,1,Chicken,Spring,7,18.46428571
2015/5/18,2,Chicken,Spring,5,18.35
2015/5/18,3,Chicken,Spring,2,16.75
2015/5/18,4,Classic,Spring,9,16.16666667
2015/5/18,5,Veggie,Spring,4,18.5
2015/5/18,6,Veggie,Spring,5,15.25
2015/5/18,7,Classic,Spring,4,12.6875
2015/5/18,8,Classic,Spring,6,14.75
2015/5/18,9,Supreme,Spring,6,18
2015/5/18,10,Chicken,Spring,12,16.75
2015/5/19,1,Chicken,Spring,8,18.46428571
2015/5/19,2,Chicken,Spring,8,18.25
2015/5/19,3,Chicken,Spring,3,20.75
2015/5/19,4,Classic,Spring,6,17.58333333
2015/5/19,5,Veggie,Spring,3,18.5
2015/5/19,6,Veggie,Spring,5,17.75
2015/5/19,7,Classic,Spring,4,15
2015/5/19,8,Classic,Spring,3,13.33333333
2015/5/19,9,Supreme,Spring,2,14.5
2015/5/19,10,Chicken,Spring,4,17.75
2015/5/20,1,Chicken,Spring,7,18.46428571
2015/5/20,2,Chicken,Spring,6,18.08333333
2015/5/20,3,Chicken,Spring,2,12.75
2015/5/20,4,Classic,Spring,10,16.15
2015/5/20,5,Veggie,Spring,3,18.5
2015/5/20,6,Veggie,Spring,5,14.45
2015/5/20,7,Classic,Spring,10,15.25
2015/5/20,8,Classic,Spring,3,14.66666667
2015/5/20,9,Supreme,Spring,2,12.5
2015/5/20,10,Chicken,Spring,3,20.75
2015/5/21,1,Chicken,Spring,8,18.75
2015/5/21,2,Chicken,Spring,5,19.15
2015/5/21,4,Classic,Spring,4,16
2015/5/21,5,Veggie,Spring,3,18.5
2015/5/21,6,Veggie,Spring,3,16.08333333
2015/5/21,7,Classic,Spring,4,12
2015/5/21,8,Classic,Spring,3,20.5
2015/5/21,9,Supreme,Spring,4,18.625
2015/5/21,10,Chicken,Spring,4,16.75
2015/5/22,1,Chicken,Spring,9,18.97222222
2015/5/22,2,Chicken,Spring,4,16.75
2015/5/22,3,Chicken,Spring,5,15.95
2015/5/22,4,Classic,Spring,10,17.8
2015/5/22,5,Veggie,Spring,6,18.5
2015/5/22,6,Veggie,Spring,3,16.08333333
2015/5/22,7,Classic,Spring,4,15
2015/5/22,8,Classic,Spring,5,17.9
2015/5/22,9,Supreme,Spring,5,15.75
2015/5/22,10,Chicken,Spring,9,18.75
2015/5/23,1,Chicken,Spring,6,16.75
2015/5/23,2,Chicken,Spring,7,17.41666667
2015/5/23,3,Chicken,Spring,4,17.75
2015/5/23,4,Classic,Spring,8,15.0625
2015/5/23,5,Veggie,Spring,1,18.5
2015/5/23,6,Veggie,Spring,3,17.41666667
2015/5/23,7,Classic,Spring,5,12.8
2015/5/23,8,Classic,Spring,4,13
2015/5/23,9,Supreme,Spring,3,20.75
2015/5/23,10,Chicken,Spring,6,19.41666667
2015/5/24,1,Chicken,Spring,3,15.41666667
2015/5/24,2,Chicken,Spring,8,19.25
2015/5/24,3,Chicken,Spring,1,16.75
2015/5/24,4,Classic,Spring,3,14.66666667
2015/5/24,5,Veggie,Spring,3,18.5
2015/5/24,6,Veggie,Spring,4,13
2015/5/24,7,Classic,Spring,9,14.32142857
2015/5/24,8,Classic,Spring,7,15
2015/5/24,9,Supreme,Spring,3,19.33333333
2015/5/24,10,Chicken,Spring,11,17.11363636
2015/5/25,1,Chicken,Spring,7,16.75
2015/5/25,2,Chicken,Spring,8,17.25
2015/5/25,4,Classic,Spring,5,16.9
2015/5/25,5,Veggie,Spring,4,18.5
2015/5/25,6,Veggie,Spring,4,16.0625
2015/5/25,7,Classic,Spring,3,12.33333333
2015/5/25,8,Classic,Spring,4,18.25
2015/5/25,9,Supreme,Spring,3,18
2015/5/25,10,Chicken,Spring,2,20.75
2015/5/26,1,Chicken,Spring,12,18.08333333
2015/5/26,2,Chicken,Spring,3,16.75
2015/5/26,3,Chicken,Spring,2,14.75
2015/5/26,4,Classic,Spring,7,14.35714286
2015/5/26,5,Veggie,Spring,5,18.5
2015/5/26,6,Veggie,Spring,3,14.66666667
2015/5/26,7,Classic,Spring,8,14.71428571
2015/5/26,9,Supreme,Spring,1,20.75
2015/5/26,10,Chicken,Spring,3,18.08333333
2015/5/27,1,Chicken,Spring,4,17.75
2015/5/27,2,Chicken,Spring,9,16.30555556
2015/5/27,3,Chicken,Spring,3,19.41666667
2015/5/27,4,Classic,Spring,6,14.75
2015/5/27,5,Veggie,Spring,4,18.5
2015/5/27,6,Veggie,Spring,2,16
2015/5/27,7,Classic,Spring,6,12.95833333
2015/5/27,9,Supreme,Spring,2,16.5
2015/5/27,10,Chicken,Spring,6,20.08333333
2015/5/28,1,Chicken,Spring,6,18.08333333
2015/5/28,2,Chicken,Spring,1,12.75
2015/5/28,3,Chicken,Spring,5,19.15
2015/5/28,4,Classic,Spring,4,19.375
2015/5/28,5,Veggie,Spring,6,18.5
2015/5/28,6,Veggie,Spring,2,16.125
2015/5/28,7,Classic,Spring,4,13.375
2015/5/28,8,Classic,Spring,6,16.91666667
2015/5/28,9,Supreme,Spring,2,14.5
2015/5/28,10,Chicken,Spring,6,16.08333333
2015/5/29,1,Chicken,Spring,8,17.75
2015/5/29,2,Chicken,Spring,8,19.75
2015/5/29,3,Chicken,Spring,3,19.41666667
2015/5/29,4,Classic,Spring,8,17.125
2015/5/29,5,Veggie,Spring,7,18.5
2015/5/29,6,Veggie,Spring,4,16
2015/5/29,7,Classic,Spring,7,13.92857143
2015/5/29,8,Classic,Spring,3,20.5
2015/5/29,9,Supreme,Spring,3,13.83333333
2015/5/29,10,Chicken,Spring,4,15.75
2015/5/30,1,Chicken,Spring,12,18.08333333
2015/5/30,2,Chicken,Spring,6,18.08333333
2015/5/30,3,Chicken,Spring,3,18.08333333
2015/5/30,4,Classic,Spring,6,14.75
2015/5/30,5,Veggie,Spring,2,18.5
2015/5/30,6,Veggie,Spring,3,13.33333333
2015/5/30,7,Classic,Spring,4,15.6875
2015/5/30,8,Classic,Spring,5,17.1
2015/5/30,9,Supreme,Spring,4,17.625
2015/5/30,10,Chicken,Spring,8,18.25
2015/5/31,1,Chicken,Spring,3,15.41666667
2015/5/31,2,Chicken,Spring,2,18.75
2015/5/31,3,Chicken,Spring,2,16.75
2015/5/31,4,Classic,Spring,4,14
2015/5/31,5,Veggie,Spring,1,18.5
2015/5/31,6,Veggie,Spring,1,20.25
2015/5/31,7,Classic,Spring,6,12.95833333
2015/5/31,8,Classic,Spring,6,13.33333333
2015/5/31,10,Chicken,Spring,5,18.35
2015/6/1,1,Chicken,Summer,14,15.60714286
2015/6/1,2,Chicken,Summer,6,16.08333333
2015/6/1,3,Chicken,Summer,2,16.75
2015/6/1,4,Classic,Summer,6,16.16666667
2015/6/1,5,Veggie,Summer,5,18.5
2015/6/1,6,Veggie,Summer,5,15.25
2015/6/1,7,Classic,Summer,5,11.05
2015/6/1,8,Classic,Summer,4,13
2015/6/1,9,Supreme,Summer,4,18.625
2015/6/1,10,Chicken,Summer,8,18.25
2015/6/2,1,Chicken,Summer,6,18.75
2015/6/2,2,Chicken,Summer,15,17.55
2015/6/2,3,Chicken,Summer,3,15.41666667
2015/6/2,4,Classic,Summer,5,12.8
2015/6/2,5,Veggie,Summer,5,18.5
2015/6/2,6,Veggie,Summer,4,18.125
2015/6/2,7,Classic,Summer,3,13.41666667
2015/6/2,8,Classic,Summer,1,16
2015/6/2,9,Supreme,Summer,2,16.625
2015/6/2,10,Chicken,Summer,3,18.08333333
2015/6/3,1,Chicken,Summer,6,16.75
2015/6/3,2,Chicken,Summer,9,18.97222222
2015/6/3,3,Chicken,Summer,1,16.75
2015/6/3,4,Classic,Summer,8,15.0625
2015/6/3,5,Veggie,Summer,3,18.5
2015/6/3,6,Veggie,Summer,5,14.0625
2015/6/3,7,Classic,Summer,3,14.5
2015/6/3,8,Classic,Summer,3,16.16666667
2015/6/3,9,Supreme,Summer,3,19.33333333
2015/6/3,10,Chicken,Summer,5,18.35
2015/6/4,1,Chicken,Summer,3,18.08333333
2015/6/4,2,Chicken,Summer,7,17.32142857
2015/6/4,3,Chicken,Summer,1,12.75
2015/6/4,4,Classic,Summer,12,14.22727273
2015/6/4,5,Veggie,Summer,4,18.5
2015/6/4,6,Veggie,Summer,3,14.75
2015/6/4,7,Classic,Summer,7,13.46428571
2015/6/4,8,Classic,Summer,5,16.1
2015/6/4,9,Supreme,Summer,2,14.5
2015/6/4,10,Chicken,Summer,5,19.95
2015/6/5,1,Chicken,Summer,8,17.75
2015/6/5,2,Chicken,Summer,10,17.95
2015/6/5,3,Chicken,Summer,3,16.75
2015/6/5,4,Classic,Summer,8,15.625
2015/6/5,5,Veggie,Summer,5,18.5
2015/6/5,6,Veggie,Summer,7,16.64285714
2015/6/5,7,Classic,Summer,5,13.45
2015/6/5,8,Classic,Summer,6,15.41666667
2015/6/5,9,Supreme,Summer,6,16.58333333
2015/6/5,10,Chicken,Summer,7,20.08333333
2015/6/6,1,Chicken,Summer,7,17.32142857
2015/6/6,2,Chicken,Summer,5,18.35
2015/6/6,3,Chicken,Summer,6,18.35
2015/6/6,4,Classic,Summer,5,16.9
2015/6/6,5,Veggie,Summer,5,18.5
2015/6/6,6,Veggie,Summer,4,16.0625
2015/6/6,7,Classic,Summer,6,14.41666667
2015/6/6,8,Classic,Summer,9,15.625
2015/6/6,9,Supreme,Summer,2,12.5
2015/6/6,10,Chicken,Summer,3,16.75
2015/6/7,1,Chicken,Summer,3,14.08333333
2015/6/7,2,Chicken,Summer,6,17.41666667
2015/6/7,3,Chicken,Summer,5,15.15
2015/6/7,4,Classic,Summer,2,16
2015/6/7,5,Veggie,Summer,7,18.5
2015/6/7,6,Veggie,Summer,2,14
2015/6/7,7,Classic,Summer,5,12.8
2015/6/7,8,Classic,Summer,3,19
2015/6/7,9,Supreme,Summer,1,12.5
2015/6/7,10,Chicken,Summer,4,19.75
2015/6/8,1,Chicken,Summer,7,18.75
2015/6/8,2,Chicken,Summer,8,18.25
2015/6/8,3,Chicken,Summer,2,18.75
2015/6/8,4,Classic,Summer,4,15
2015/6/8,5,Veggie,Summer,3,18.5
2015/6/8,6,Veggie,Summer,3,17.41666667
2015/6/8,7,Classic,Summer,10,12.75
2015/6/8,8,Classic,Summer,2,20.5
2015/6/8,9,Supreme,Summer,3,15.25
2015/6/8,10,Chicken,Summer,9,18.97222222
2015/6/9,1,Chicken,Summer,8,17.32142857
2015/6/9,2,Chicken,Summer,5,17.55
2015/6/9,3,Chicken,Summer,3,15.41666667
2015/6/9,4,Classic,Summer,6,14.75
2015/6/9,5,Veggie,Summer,4,18.5
2015/6/9,6,Veggie,Summer,6,16.125
2015/6/9,7,Classic,Summer,6,14.41666667
2015/6/9,8,Classic,Summer,9,16.22222222
2015/6/9,10,Chicken,Summer,11,18.56818182
2015/6/10,1,Chicken,Summer,9,17.32142857
2015/6/10,2,Chicken,Summer,7,16.75
2015/6/10,3,Chicken,Summer,2,16.75
2015/6/10,4,Classic,Summer,7,16.71428571
2015/6/10,5,Veggie,Summer,4,18.5
2015/6/10,6,Veggie,Summer,3,16.08333333
2015/6/10,7,Classic,Summer,6,12.41666667
2015/6/10,8,Classic,Summer,2,16.25
2015/6/10,9,Supreme,Summer,3,16.58333333
2015/6/10,10,Chicken,Summer,1,16.75
2015/6/11,1,Chicken,Summer,7,17.89285714
2015/6/11,2,Chicken,Summer,5,15.15
2015/6/11,3,Chicken,Summer,2,16.75
2015/6/11,4,Classic,Summer,6,17.58333333
2015/6/11,5,Veggie,Summer,6,18.5
2015/6/11,6,Veggie,Summer,6,16.04166667
2015/6/11,7,Classic,Summer,10,13.775
2015/6/11,8,Classic,Summer,7,18.64285714
2015/6/11,9,Supreme,Summer,2,16.625
2015/6/11,10,Chicken,Summer,3,16.75
2015/6/12,1,Chicken,Summer,4,16.75
2015/6/12,2,Chicken,Summer,7,18.46428571
2015/6/12,3,Chicken,Summer,4,17.75
2015/6/12,4,Classic,Summer,4,17.25
2015/6/12,5,Veggie,Summer,3,18.5
2015/6/12,6,Veggie,Summer,4,14
2015/6/12,7,Classic,Summer,9,13.11111111
2015/6/12,8,Classic,Summer,6,16.83333333
2015/6/12,9,Supreme,Summer,2,16.5
2015/6/12,10,Chicken,Summer,6,17.41666667
2015/6/13,1,Chicken,Summer,3,16.75
2015/6/13,2,Chicken,Summer,7,15.60714286
2015/6/13,4,Classic,Summer,12,14.63636364
2015/6/13,5,Veggie,Summer,2,18.5
2015/6/13,6,Veggie,Summer,6,16.08333333
2015/6/13,7,Classic,Summer,10,13.725
2015/6/13,8,Classic,Summer,5,17
2015/6/13,9,Supreme,Summer,3,18
2015/6/13,10,Chicken,Summer,8,18.25
2015/6/14,1,Chicken,Summer,9,17.19444444
2015/6/14,2,Chicken,Summer,3,19.41666667
2015/6/14,4,Classic,Summer,6,16
2015/6/14,5,Veggie,Summer,5,18.5
2015/6/14,6,Veggie,Summer,5,16.95
2015/6/14,7,Classic,Summer,4,16.5
2015/6/14,8,Classic,Summer,3,17.66666667
2015/6/14,9,Supreme,Summer,8,16.60714286
2015/6/14,10,Chicken,Summer,5,18.35
2015/6/15,1,Chicken,Summer,9,17.63888889
2015/6/15,2,Chicken,Summer,12,18.08333333
2015/6/15,4,Classic,Summer,7,15.5
2015/6/15,5,Veggie,Summer,3,18.5
2015/6/15,6,Veggie,Summer,4,16.08333333
2015/6/15,7,Classic,Summer,9,13.16666667
2015/6/15,8,Classic,Summer,4,15.125
2015/6/15,9,Supreme,Summer,6,15.25
2015/6/15,10,Chicken,Summer,3,20.75
2015/6/16,1,Chicken,Summer,2,20.75
2015/6/16,2,Chicken,Summer,6,17.55
2015/6/16,4,Classic,Summer,8,14.0625
2015/6/16,5,Veggie,Summer,7,18.5
2015/6/16,6,Veggie,Summer,3,14.75
2015/6/16,7,Classic,Summer,3,13.25
2015/6/16,8,Classic,Summer,9,17.05555556
2015/6/16,9,Supreme,Summer,2,12.5
2015/6/16,10,Chicken,Summer,7,16.75
2015/6/17,1,Chicken,Summer,3,18.08333333
2015/6/17,2,Chicken,Summer,10,18.35
2015/6/17,3,Chicken,Summer,2,12.75
2015/6/17,4,Classic,Summer,3,14.83333333
2015/6/17,5,Veggie,Summer,4,18.5
2015/6/17,6,Veggie,Summer,2,14
2015/6/17,7,Classic,Summer,10,13.41666667
2015/6/17,8,Classic,Summer,5,14.4
2015/6/17,9,Supreme,Summer,1,20.75
2015/6/17,10,Chicken,Summer,9,19.75
2015/6/18,1,Chicken,Summer,8,20.75
2015/6/18,2,Chicken,Summer,4,16.75
2015/6/18,3,Chicken,Summer,3,15.41666667
2015/6/18,4,Classic,Summer,2,14
2015/6/18,5,Veggie,Summer,2,18.5
2015/6/18,6,Veggie,Summer,5,17.7
2015/6/18,7,Classic,Summer,5,12.9
2015/6/18,8,Classic,Summer,7,15.5
2015/6/18,9,Supreme,Summer,2,20.75
2015/6/18,10,Chicken,Summer,5,16.75
2015/6/19,1,Chicken,Summer,8,17.25
2015/6/19,2,Chicken,Summer,11,15.65909091
2015/6/19,3,Chicken,Summer,7,18.46428571
2015/6/19,4,Classic,Summer,7,17.28571429
2015/6/19,5,Veggie,Summer,4,18.5
2015/6/19,6,Veggie,Summer,4,18.1875
2015/6/19,7,Classic,Summer,7,13.46428571
2015/6/19,8,Classic,Summer,1,16
2015/6/19,9,Supreme,Summer,6,17.25
2015/6/19,10,Chicken,Summer,9,18.08333333
2015/6/20,1,Chicken,Summer,3,14.08333333
2015/6/20,2,Chicken,Summer,4,15.75
2015/6/20,3,Chicken,Summer,4,16.75
2015/6/20,4,Classic,Summer,7,13.14285714
2015/6/20,5,Veggie,Summer,9,18.5
2015/6/20,6,Veggie,Summer,3,16.08333333
2015/6/20,7,Classic,Summer,6,13.41666667
2015/6/20,8,Classic,Summer,8,13.0625
2015/6/20,9,Supreme,Summer,1,20.75
2015/6/20,10,Chicken,Summer,11,17.19444444
2015/6/21,1,Chicken,Summer,1,20.75
2015/6/21,2,Chicken,Summer,5,19.15
2015/6/21,3,Chicken,Summer,3,19.41666667
2015/6/21,4,Classic,Summer,4,14
2015/6/21,5,Veggie,Summer,3,18.5
2015/6/21,6,Veggie,Summer,4,15
2015/6/21,7,Classic,Summer,4,14.1875
2015/6/21,8,Classic,Summer,4,16.125
2015/6/21,9,Supreme,Summer,2,16.625
2015/6/21,10,Chicken,Summer,3,20.75
2015/6/22,1,Chicken,Summer,7,18.75
2015/6/22,2,Chicken,Summer,10,16.35
2015/6/22,3,Chicken,Summer,3,20.75
2015/6/22,4,Classic,Summer,7,15.5
2015/6/22,5,Veggie,Summer,1,18.5
2015/6/22,6,Veggie,Summer,4,14
2015/6/22,7,Classic,Summer,7,13
2015/6/22,8,Classic,Summer,3,16.16666667
2015/6/22,9,Supreme,Summer,1,12.5
2015/6/22,10,Chicken,Summer,6,19.41666667
2015/6/23,1,Chicken,Summer,3,19.41666667
2015/6/23,2,Chicken,Summer,10,18.08333333
2015/6/23,3,Chicken,Summer,5,15.15
2015/6/23,4,Classic,Summer,6,17.5
2015/6/23,5,Veggie,Summer,5,18.5
2015/6/23,6,Veggie,Summer,1,16
2015/6/23,7,Classic,Summer,9,14.38888889
2015/6/23,8,Classic,Summer,3,16.16666667
2015/6/23,9,Supreme,Summer,6,15.91666667
2015/6/23,10,Chicken,Summer,10,18.75
2015/6/24,1,Chicken,Summer,11,17.47727273
2015/6/24,2,Chicken,Summer,4,18.75
2015/6/24,3,Chicken,Summer,3,18.08333333
2015/6/24,4,Classic,Summer,7,15
2015/6/24,5,Veggie,Summer,3,18.5
2015/6/24,6,Veggie,Summer,5,15.25
2015/6/24,7,Classic,Summer,3,14.5
2015/6/24,8,Classic,Summer,2,12
2015/6/24,9,Supreme,Summer,4,15.5
2015/6/24,10,Chicken,Summer,9,19.41666667
2015/6/25,1,Chicken,Summer,4,16.75
2015/6/25,2,Chicken,Summer,6,16.75
2015/6/25,3,Chicken,Summer,2,18.75
2015/6/25,4,Classic,Summer,8,14.5
2015/6/25,5,Veggie,Summer,5,18.5
2015/6/25,6,Veggie,Summer,6,15.25
2015/6/25,7,Classic,Summer,8,13.85714286
2015/6/25,8,Classic,Summer,7,15
2015/6/25,9,Supreme,Summer,1,12.5
2015/6/25,10,Chicken,Summer,10,18.97222222
2015/6/26,1,Chicken,Summer,10,17.15
2015/6/26,2,Chicken,Summer,9,17.75
2015/6/26,3,Chicken,Summer,4,16.75
2015/6/26,4,Classic,Summer,7,15.5
